locusId	sysName	desc	comb	set1IT002	set1IT003	set1IT004
EKN05_024645	EKN05_024645	EscR/YscR/HrcR family type III secretion system export apparatus protein	EKN05_024645 EscR/YscR/HrcR family type III secretion system export apparatus protein	217	321	666
EKN05_024650	EKN05_024650	surface presentation of antigens protein SpaO	EKN05_024650 surface presentation of antigens protein SpaO	5	42	0
EKN05_024655	EKN05_024655	surface presentation of antigens protein SpaN	EKN05_024655 surface presentation of antigens protein SpaN	659	618	225
EKN05_024660	EKN05_024660	surface presentation of antigens protein SpaM	EKN05_024660 surface presentation of antigens protein SpaM	786	777	468
EKN05_024665	EKN05_024665	FliI/YscN family ATPase	EKN05_024665 FliI/YscN family ATPase	4877	3780	2173
EKN05_024670	EKN05_024670	surface presentation of antigens protein SpaK	EKN05_024670 surface presentation of antigens protein SpaK	585	773	295
EKN05_024675	EKN05_024675	EscV/YscV/HrcV family type III secretion system export apparatus protein	EKN05_024675 EscV/YscV/HrcV family type III secretion system export apparatus protein	3874	2375	2854
EKN05_024680	EKN05_024680	YopN family type III secretion system gatekeeper subunit	EKN05_024680 YopN family type III secretion system gatekeeper subunit	5158	4126	4851
EKN05_024685	EKN05_024685	EscC/YscC/HrcC family type III secretion system outer membrane ring protein	EKN05_024685 EscC/YscC/HrcC family type III secretion system outer membrane ring protein	842	1153	924
EKN05_024690	EKN05_024690	helix-turn-helix domain-containing protein	EKN05_024690 helix-turn-helix domain-containing protein	1457	839	647
EKN05_024695	EKN05_024695	AraC family transcriptional activator MxiE	EKN05_024695 AraC family transcriptional activator MxiE	1475	1115	448
EKN05_024700	EKN05_024700	Mxi-Spa secretion machinery protein MxiL	EKN05_024700 Mxi-Spa secretion machinery protein MxiL	36	147	12
EKN05_024705	EKN05_024705	MxiN	EKN05_024705 MxiN	536	918	348
EKN05_024710	EKN05_024710	type III secretion apparatus protein OrgA/MxiK	EKN05_024710 type III secretion apparatus protein OrgA/MxiK	5	105	60
EKN05_024715	EKN05_024715	EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein	EKN05_024715 EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein	3264	1896	1053
EKN05_024720	EKN05_024720	protein MxiI	EKN05_024720 protein MxiI	273	484	870
EKN05_024725	EKN05_024725	type III secretion system needle complex protein	EKN05_024725 type III secretion system needle complex protein	250	60	65
EKN05_024730	EKN05_024730	protein MxiG	EKN05_024730 protein MxiG	597	443	325
EKN05_024735	EKN05_024735	protein IpgF	EKN05_024735 protein IpgF	19	514	172
EKN05_024740	EKN05_024740	type III secretion system chaperone	EKN05_024740 type III secretion system chaperone	2248	2286	2469
EKN05_024745	EKN05_024745	type III secretion system effector inositol phosphate phosphatase	EKN05_024745 type III secretion system effector inositol phosphate phosphatase	6834	6679	6169
EKN05_024750	EKN05_024750	hypothetical protein	EKN05_024750 hypothetical protein	1072	734	467
EKN05_024755	EKN05_024755	Virulence protein IcsB	EKN05_024755 Virulence protein IcsB	2575	2604	5063
EKN05_024760	EKN05_024760	chaperone protein IpgA	EKN05_024760 chaperone protein IpgA	18	41	0
EKN05_024765	EKN05_024765	protein IpgB	EKN05_024765 protein IpgB	425	248	41
EKN05_024775	EKN05_024775	type III secretion system needle tip complex protein SipB	EKN05_024775 type III secretion system needle tip complex protein SipB	963	971	1033
EKN05_024780	EKN05_024780	IpaC/SipC family type III secretion system effector	EKN05_024780 IpaC/SipC family type III secretion system effector	354	471	322
EKN05_024790	EKN05_024790	invasin IpaA	EKN05_024790 invasin IpaA	150	237	126
EKN05_024795	EKN05_024795	acyl carrier protein	EKN05_024795 acyl carrier protein	113	244	212
EKN05_024800	EKN05_024800	Virulence regulon transcriptional activator VirB	EKN05_024800 Virulence regulon transcriptional activator VirB	35609	40954	27761
